url_a,url_b,group_id,normalized_similarity,shared_word_percent,shared_sentence_percent,unique_sections_a,unique_sections_b,same_intent,same_entity,same_location,possible_duplicate,recommended_review
"/รับซื้อ/รับซื้อ-ups-ชัยภูมิ","/รับซื้อ/รับซื้อ-ups-บุรีรัมย์","G-SA-รับซื้อ-ups","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับซื้อ-ups-ชัยภูมิ","/รับซื้อ/รับซื้อ-ups-มหาสารคาม","G-SA-รับซื้อ-ups","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับซื้อ-ups-นครพนม","/รับซื้อ/รับซื้อ-ups-นครราชสีมา","G-SA-รับซื้อ-ups","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับซื้อ-ups-นครพนม","/รับซื้อ/รับซื้อ-ups-บึงกาฬ","G-SA-รับซื้อ-ups","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับซื้อ-ups-นครพนม","/รับซื้อ/รับซื้อ-ups-บุรีรัมย์","G-SA-รับซื้อ-ups","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับซื้อ-ups-นครพนม","/รับซื้อ/รับซื้อ-ups-มหาสารคาม","G-SA-รับซื้อ-ups","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับซื้อ-ups-นครราชสีมา","/รับซื้อ/รับซื้อ-ups-บึงกาฬ","G-SA-รับซื้อ-ups","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับซื้อ-ups-นครราชสีมา","/รับซื้อ/รับซื้อ-ups-บุรีรัมย์","G-SA-รับซื้อ-ups","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับซื้อ-ups-นครราชสีมา","/รับซื้อ/รับซื้อ-ups-มหาสารคาม","G-SA-รับซื้อ-ups","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับซื้อ-ups-บึงกาฬ","/รับซื้อ/รับซื้อ-ups-บุรีรัมย์","G-SA-รับซื้อ-ups","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับซื้อ-ups-บึงกาฬ","/รับซื้อ/รับซื้อ-ups-มหาสารคาม","G-SA-รับซื้อ-ups","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับซื้อ-ups-บุรีรัมย์","/รับซื้อ/รับซื้อ-ups-มหาสารคาม","G-SA-รับซื้อ-ups","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-กาฬสินธุ์","/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-ขอนแก่น","G-SA-OTHER","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-กาฬสินธุ์","/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-ชัยภูมิ","G-SA-OTHER","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-กาฬสินธุ์","/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-นครพนม","G-SA-OTHER","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-กาฬสินธุ์","/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-นครราชสีมา","G-SA-OTHER","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-กาฬสินธุ์","/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-บึงกาฬ","G-SA-OTHER","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-กาฬสินธุ์","/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-บุรีรัมย์","G-SA-OTHER","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-กาฬสินธุ์","/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-มหาสารคาม","G-SA-OTHER","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-ขอนแก่น","/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-ชัยภูมิ","G-SA-OTHER","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-ขอนแก่น","/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-นครพนม","G-SA-OTHER","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-ขอนแก่น","/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-นครราชสีมา","G-SA-OTHER","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-ขอนแก่น","/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-บึงกาฬ","G-SA-OTHER","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-ขอนแก่น","/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-บุรีรัมย์","G-SA-OTHER","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-ขอนแก่น","/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-มหาสารคาม","G-SA-OTHER","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-ชัยภูมิ","/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-นครพนม","G-SA-OTHER","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-ชัยภูมิ","/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-นครราชสีมา","G-SA-OTHER","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-ชัยภูมิ","/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-บึงกาฬ","G-SA-OTHER","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-ชัยภูมิ","/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-บุรีรัมย์","G-SA-OTHER","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-ชัยภูมิ","/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-มหาสารคาม","G-SA-OTHER","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-นครพนม","/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-นครราชสีมา","G-SA-OTHER","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-นครพนม","/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-บึงกาฬ","G-SA-OTHER","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-นครพนม","/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-บุรีรัมย์","G-SA-OTHER","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-นครพนม","/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-มหาสารคาม","G-SA-OTHER","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-นครราชสีมา","/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-บึงกาฬ","G-SA-OTHER","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-นครราชสีมา","/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-บุรีรัมย์","G-SA-OTHER","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-นครราชสีมา","/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-มหาสารคาม","G-SA-OTHER","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-บึงกาฬ","/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-บุรีรัมย์","G-SA-OTHER","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-บึงกาฬ","/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-มหาสารคาม","G-SA-OTHER","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-บุรีรัมย์","/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-มหาสารคาม","G-SA-OTHER","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/blog/ขาย-iphone-มือสอง-ต้องเตรียมอะไรบ้าง","/blog/คอมบริษัทเก่า-ขายยังไง","G-BLOG-THIN","0.384","38%","n/a","low","low","yes","yes","yes","near","monitor"
"/blog/ขาย-iphone-มือสอง-ต้องเตรียมอะไรบ้าง","/blog/โน๊ตบุ๊คเสีย-ขายได้ไหม","G-BLOG-THIN","0.380","37%","n/a","low","low","yes","yes","yes","near","monitor"
"/blog/ขาย-iphone-มือสอง-ต้องเตรียมอะไรบ้าง","/blog/รับซื้อสินค้าไอทีถึงที่-ปลอดภัยไหม","G-BLOG-THIN","0.384","38%","n/a","low","low","yes","yes","yes","near","monitor"
"/blog/ขาย-iphone-มือสอง-ต้องเตรียมอะไรบ้าง","/blog/วิธีเช็กราคาก่อนขายโน๊ตบุ๊คมือสอง","G-BLOG-THIN","0.340","34%","n/a","low","low","yes","yes","yes","related-template","monitor"
"/blog/ขาย-iphone-มือสอง-ต้องเตรียมอะไรบ้าง","/blog/วิธีเตรียมเครื่องก่อนขายสินค้าไอที","G-BLOG-THIN","0.422","42%","n/a","low","low","yes","yes","yes","near","monitor"
"/blog/คอมบริษัทเก่า-ขายยังไง","/blog/โน๊ตบุ๊คเสีย-ขายได้ไหม","G-BLOG-THIN","0.452","45%","n/a","low","low","yes","yes","yes","near","monitor"
"/blog/คอมบริษัทเก่า-ขายยังไง","/blog/รับซื้อสินค้าไอทีถึงที่-ปลอดภัยไหม","G-BLOG-THIN","0.444","44%","n/a","low","low","yes","yes","yes","near","monitor"
"/blog/คอมบริษัทเก่า-ขายยังไง","/blog/วิธีเช็กราคาก่อนขายโน๊ตบุ๊คมือสอง","G-BLOG-THIN","0.359","35%","n/a","low","low","yes","yes","yes","near","monitor"
"/blog/คอมบริษัทเก่า-ขายยังไง","/blog/วิธีเตรียมเครื่องก่อนขายสินค้าไอที","G-BLOG-THIN","0.449","44%","n/a","low","low","yes","yes","yes","near","monitor"
"/blog/โน๊ตบุ๊คเสีย-ขายได้ไหม","/blog/รับซื้อสินค้าไอทีถึงที่-ปลอดภัยไหม","G-BLOG-THIN","0.430","42%","n/a","low","low","yes","yes","yes","near","monitor"
"/blog/โน๊ตบุ๊คเสีย-ขายได้ไหม","/blog/วิธีเช็กราคาก่อนขายโน๊ตบุ๊คมือสอง","G-BLOG-THIN","0.386","38%","n/a","low","low","yes","yes","yes","near","monitor"
"/blog/โน๊ตบุ๊คเสีย-ขายได้ไหม","/blog/วิธีเตรียมเครื่องก่อนขายสินค้าไอที","G-BLOG-THIN","0.466","46%","n/a","low","low","yes","yes","yes","near","monitor"
"/blog/รับซื้อสินค้าไอทีถึงที่-ปลอดภัยไหม","/blog/วิธีเช็กราคาก่อนขายโน๊ตบุ๊คมือสอง","G-BLOG-THIN","0.360","36%","n/a","low","low","yes","yes","yes","near","monitor"
"/blog/รับซื้อสินค้าไอทีถึงที่-ปลอดภัยไหม","/blog/วิธีเตรียมเครื่องก่อนขายสินค้าไอที","G-BLOG-THIN","0.427","42%","n/a","low","low","yes","yes","yes","near","monitor"
"/blog/วิธีเช็กราคาก่อนขายโน๊ตบุ๊คมือสอง","/blog/วิธีเตรียมเครื่องก่อนขายสินค้าไอที","G-BLOG-THIN","0.392","39%","n/a","low","low","yes","yes","yes","near","monitor"
"/contact","/privacy-policy","G-UTILITY","0.116","11%","n/a","low","low","yes","yes","yes","related-template","monitor"
