rule_id,source,destination,status_code,permanent,host_condition,query_preserved,unicode_source,encoded_source,external,source_file,rule_order,active,notes
R0165,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B9%80%E0%B8%A5%E0%B8%99%E0%B8%AA%E0%B9%8C-%E0%B8%AD%E0%B8%B3%E0%B8%99%E0%B8%B2%E0%B8%88%E0%B9%80%E0%B8%88%E0%B8%A3%E0%B8%B4%E0%B8%8D,/บริการ/รับซื้อเลนส์กล้อง,308,true,,default-false,encoded,yes,no,vercel.json,165,yes,
R0166,/รับซื้อ/รับซื้อ-storage-nas-อำนาจเจริญ,/บริการ/รับซื้อ-nas,308,true,,default-false,unicode,no,no,vercel.json,166,yes,
R0167,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-storage-nas-%E0%B8%AD%E0%B8%B3%E0%B8%99%E0%B8%B2%E0%B8%88%E0%B9%80%E0%B8%88%E0%B8%A3%E0%B8%B4%E0%B8%8D,/บริการ/รับซื้อ-nas,308,true,,default-false,encoded,yes,no,vercel.json,167,yes,
R0168,/รับซื้อ/รับซื้อ-hdd-อุดรธานี,/รับซื้อ/รับซื้อ-ssd-อุดรธานี,308,true,,default-false,unicode,no,no,vercel.json,168,yes,
R0169,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-hdd-%E0%B8%AD%E0%B8%B8%E0%B8%94%E0%B8%A3%E0%B8%98%E0%B8%B2%E0%B8%99%E0%B8%B5,/รับซื้อ/รับซื้อ-ssd-อุดรธานี,308,true,,default-false,encoded,yes,no,vercel.json,169,yes,
R0170,/รับซื้อ/รับซื้อ-gopro-อุดรธานี,/บริการ/รับซื้อ-gopro-action-camera,308,true,,default-false,unicode,no,no,vercel.json,170,yes,
R0171,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-gopro-%E0%B8%AD%E0%B8%B8%E0%B8%94%E0%B8%A3%E0%B8%98%E0%B8%B2%E0%B8%99%E0%B8%B5,/บริการ/รับซื้อ-gopro-action-camera,308,true,,default-false,encoded,yes,no,vercel.json,171,yes,
R0172,/รับซื้อ/รับซื้อเลนส์-อุดรธานี,/บริการ/รับซื้อเลนส์กล้อง,308,true,,default-false,unicode,no,no,vercel.json,172,yes,
R0173,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B9%80%E0%B8%A5%E0%B8%99%E0%B8%AA%E0%B9%8C-%E0%B8%AD%E0%B8%B8%E0%B8%94%E0%B8%A3%E0%B8%98%E0%B8%B2%E0%B8%99%E0%B8%B5,/บริการ/รับซื้อเลนส์กล้อง,308,true,,default-false,encoded,yes,no,vercel.json,173,yes,
R0174,/รับซื้อ/รับซื้อ-storage-nas-อุดรธานี,/บริการ/รับซื้อ-nas,308,true,,default-false,unicode,no,no,vercel.json,174,yes,
R0175,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-storage-nas-%E0%B8%AD%E0%B8%B8%E0%B8%94%E0%B8%A3%E0%B8%98%E0%B8%B2%E0%B8%99%E0%B8%B5,/บริการ/รับซื้อ-nas,308,true,,default-false,encoded,yes,no,vercel.json,175,yes,
R0176,/รับซื้อ/รับซื้อ-hdd-อุบลราชธานี,/รับซื้อ/รับซื้อ-ssd-อุบลราชธานี,308,true,,default-false,unicode,no,no,vercel.json,176,yes,
R0177,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-hdd-%E0%B8%AD%E0%B8%B8%E0%B8%9A%E0%B8%A5%E0%B8%A3%E0%B8%B2%E0%B8%8A%E0%B8%98%E0%B8%B2%E0%B8%99%E0%B8%B5,/รับซื้อ/รับซื้อ-ssd-อุบลราชธานี,308,true,,default-false,encoded,yes,no,vercel.json,177,yes,
R0178,/รับซื้อ/รับซื้อ-gopro-อุบลราชธานี,/บริการ/รับซื้อ-gopro-action-camera,308,true,,default-false,unicode,no,no,vercel.json,178,yes,
R0179,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-gopro-%E0%B8%AD%E0%B8%B8%E0%B8%9A%E0%B8%A5%E0%B8%A3%E0%B8%B2%E0%B8%8A%E0%B8%98%E0%B8%B2%E0%B8%99%E0%B8%B5,/บริการ/รับซื้อ-gopro-action-camera,308,true,,default-false,encoded,yes,no,vercel.json,179,yes,
R0180,/รับซื้อ/รับซื้อเลนส์-อุบลราชธานี,/บริการ/รับซื้อเลนส์กล้อง,308,true,,default-false,unicode,no,no,vercel.json,180,yes,
R0181,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B9%80%E0%B8%A5%E0%B8%99%E0%B8%AA%E0%B9%8C-%E0%B8%AD%E0%B8%B8%E0%B8%9A%E0%B8%A5%E0%B8%A3%E0%B8%B2%E0%B8%8A%E0%B8%98%E0%B8%B2%E0%B8%99%E0%B8%B5,/บริการ/รับซื้อเลนส์กล้อง,308,true,,default-false,encoded,yes,no,vercel.json,181,yes,
R0182,/รับซื้อ/รับซื้อ-storage-nas-อุบลราชธานี,/บริการ/รับซื้อ-nas,308,true,,default-false,unicode,no,no,vercel.json,182,yes,
R0183,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-storage-nas-%E0%B8%AD%E0%B8%B8%E0%B8%9A%E0%B8%A5%E0%B8%A3%E0%B8%B2%E0%B8%8A%E0%B8%98%E0%B8%B2%E0%B8%99%E0%B8%B5,/บริการ/รับซื้อ-nas,308,true,,default-false,encoded,yes,no,vercel.json,183,yes,
R0184,/รับซื้อ/รับซื้อของสะสม-กาฬสินธุ์,/บริการ/รับซื้อของสะสม,308,true,,default-false,unicode,no,no,vercel.json,184,yes,
R0185,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B8%82%E0%B8%AD%E0%B8%87%E0%B8%AA%E0%B8%B0%E0%B8%AA%E0%B8%A1-%E0%B8%81%E0%B8%B2%E0%B8%AC%E0%B8%AA%E0%B8%B4%E0%B8%99%E0%B8%98%E0%B8%B8%E0%B9%8C,/บริการ/รับซื้อของสะสม,308,true,,default-false,encoded,yes,no,vercel.json,185,yes,
R0186,/รับซื้อ/รับซื้อของสะสม-ขอนแก่น,/บริการ/รับซื้อของสะสม,308,true,,default-false,unicode,no,no,vercel.json,186,yes,
R0187,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B8%82%E0%B8%AD%E0%B8%87%E0%B8%AA%E0%B8%B0%E0%B8%AA%E0%B8%A1-%E0%B8%82%E0%B8%AD%E0%B8%99%E0%B9%81%E0%B8%81%E0%B9%88%E0%B8%99,/บริการ/รับซื้อของสะสม,308,true,,default-false,encoded,yes,no,vercel.json,187,yes,
R0188,/รับซื้อ/รับซื้อของสะสม-ชัยภูมิ,/บริการ/รับซื้อของสะสม,308,true,,default-false,unicode,no,no,vercel.json,188,yes,
R0189,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B8%82%E0%B8%AD%E0%B8%87%E0%B8%AA%E0%B8%B0%E0%B8%AA%E0%B8%A1-%E0%B8%8A%E0%B8%B1%E0%B8%A2%E0%B8%A0%E0%B8%B9%E0%B8%A1%E0%B8%B4,/บริการ/รับซื้อของสะสม,308,true,,default-false,encoded,yes,no,vercel.json,189,yes,
R0190,/รับซื้อ/รับซื้อของสะสม-นครพนม,/บริการ/รับซื้อของสะสม,308,true,,default-false,unicode,no,no,vercel.json,190,yes,
R0191,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B8%82%E0%B8%AD%E0%B8%87%E0%B8%AA%E0%B8%B0%E0%B8%AA%E0%B8%A1-%E0%B8%99%E0%B8%84%E0%B8%A3%E0%B8%9E%E0%B8%99%E0%B8%A1,/บริการ/รับซื้อของสะสม,308,true,,default-false,encoded,yes,no,vercel.json,191,yes,
R0192,/รับซื้อ/รับซื้อของสะสม-นครราชสีมา,/บริการ/รับซื้อของสะสม,308,true,,default-false,unicode,no,no,vercel.json,192,yes,
R0193,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B8%82%E0%B8%AD%E0%B8%87%E0%B8%AA%E0%B8%B0%E0%B8%AA%E0%B8%A1-%E0%B8%99%E0%B8%84%E0%B8%A3%E0%B8%A3%E0%B8%B2%E0%B8%8A%E0%B8%AA%E0%B8%B5%E0%B8%A1%E0%B8%B2,/บริการ/รับซื้อของสะสม,308,true,,default-false,encoded,yes,no,vercel.json,193,yes,
R0194,/รับซื้อ/รับซื้อของสะสม-บึงกาฬ,/บริการ/รับซื้อของสะสม,308,true,,default-false,unicode,no,no,vercel.json,194,yes,
R0195,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B8%82%E0%B8%AD%E0%B8%87%E0%B8%AA%E0%B8%B0%E0%B8%AA%E0%B8%A1-%E0%B8%9A%E0%B8%B6%E0%B8%87%E0%B8%81%E0%B8%B2%E0%B8%AC,/บริการ/รับซื้อของสะสม,308,true,,default-false,encoded,yes,no,vercel.json,195,yes,
R0196,/รับซื้อ/รับซื้อของสะสม-บุรีรัมย์,/บริการ/รับซื้อของสะสม,308,true,,default-false,unicode,no,no,vercel.json,196,yes,
R0197,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B8%82%E0%B8%AD%E0%B8%87%E0%B8%AA%E0%B8%B0%E0%B8%AA%E0%B8%A1-%E0%B8%9A%E0%B8%B8%E0%B8%A3%E0%B8%B5%E0%B8%A3%E0%B8%B1%E0%B8%A1%E0%B8%A2%E0%B9%8C,/บริการ/รับซื้อของสะสม,308,true,,default-false,encoded,yes,no,vercel.json,197,yes,
R0198,/รับซื้อ/รับซื้อของสะสม-มหาสารคาม,/บริการ/รับซื้อของสะสม,308,true,,default-false,unicode,no,no,vercel.json,198,yes,
R0199,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B8%82%E0%B8%AD%E0%B8%87%E0%B8%AA%E0%B8%B0%E0%B8%AA%E0%B8%A1-%E0%B8%A1%E0%B8%AB%E0%B8%B2%E0%B8%AA%E0%B8%B2%E0%B8%A3%E0%B8%84%E0%B8%B2%E0%B8%A1,/บริการ/รับซื้อของสะสม,308,true,,default-false,encoded,yes,no,vercel.json,199,yes,
R0200,/รับซื้อ/รับซื้อของสะสม-มุกดาหาร,/บริการ/รับซื้อของสะสม,308,true,,default-false,unicode,no,no,vercel.json,200,yes,
R0201,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B8%82%E0%B8%AD%E0%B8%87%E0%B8%AA%E0%B8%B0%E0%B8%AA%E0%B8%A1-%E0%B8%A1%E0%B8%B8%E0%B8%81%E0%B8%94%E0%B8%B2%E0%B8%AB%E0%B8%B2%E0%B8%A3,/บริการ/รับซื้อของสะสม,308,true,,default-false,encoded,yes,no,vercel.json,201,yes,
R0202,/รับซื้อ/รับซื้อของสะสม-ยโสธร,/บริการ/รับซื้อของสะสม,308,true,,default-false,unicode,no,no,vercel.json,202,yes,
R0203,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B8%82%E0%B8%AD%E0%B8%87%E0%B8%AA%E0%B8%B0%E0%B8%AA%E0%B8%A1-%E0%B8%A2%E0%B9%82%E0%B8%AA%E0%B8%98%E0%B8%A3,/บริการ/รับซื้อของสะสม,308,true,,default-false,encoded,yes,no,vercel.json,203,yes,
R0204,/รับซื้อ/รับซื้อของสะสม-ร้อยเอ็ด,/บริการ/รับซื้อของสะสม,308,true,,default-false,unicode,no,no,vercel.json,204,yes,
R0205,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B8%82%E0%B8%AD%E0%B8%87%E0%B8%AA%E0%B8%B0%E0%B8%AA%E0%B8%A1-%E0%B8%A3%E0%B9%89%E0%B8%AD%E0%B8%A2%E0%B9%80%E0%B8%AD%E0%B9%87%E0%B8%94,/บริการ/รับซื้อของสะสม,308,true,,default-false,encoded,yes,no,vercel.json,205,yes,
R0206,/รับซื้อ/รับซื้อของสะสม-เลย,/บริการ/รับซื้อของสะสม,308,true,,default-false,unicode,no,no,vercel.json,206,yes,
R0207,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B8%82%E0%B8%AD%E0%B8%87%E0%B8%AA%E0%B8%B0%E0%B8%AA%E0%B8%A1-%E0%B9%80%E0%B8%A5%E0%B8%A2,/บริการ/รับซื้อของสะสม,308,true,,default-false,encoded,yes,no,vercel.json,207,yes,
R0208,/รับซื้อ/รับซื้อของสะสม-ศรีสะเกษ,/บริการ/รับซื้อของสะสม,308,true,,default-false,unicode,no,no,vercel.json,208,yes,
R0209,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B8%82%E0%B8%AD%E0%B8%87%E0%B8%AA%E0%B8%B0%E0%B8%AA%E0%B8%A1-%E0%B8%A8%E0%B8%A3%E0%B8%B5%E0%B8%AA%E0%B8%B0%E0%B9%80%E0%B8%81%E0%B8%A9,/บริการ/รับซื้อของสะสม,308,true,,default-false,encoded,yes,no,vercel.json,209,yes,
R0210,/รับซื้อ/รับซื้อของสะสม-สกลนคร,/บริการ/รับซื้อของสะสม,308,true,,default-false,unicode,no,no,vercel.json,210,yes,
R0211,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B8%82%E0%B8%AD%E0%B8%87%E0%B8%AA%E0%B8%B0%E0%B8%AA%E0%B8%A1-%E0%B8%AA%E0%B8%81%E0%B8%A5%E0%B8%99%E0%B8%84%E0%B8%A3,/บริการ/รับซื้อของสะสม,308,true,,default-false,encoded,yes,no,vercel.json,211,yes,
R0212,/รับซื้อ/รับซื้อของสะสม-สุรินทร์,/บริการ/รับซื้อของสะสม,308,true,,default-false,unicode,no,no,vercel.json,212,yes,
R0213,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B8%82%E0%B8%AD%E0%B8%87%E0%B8%AA%E0%B8%B0%E0%B8%AA%E0%B8%A1-%E0%B8%AA%E0%B8%B8%E0%B8%A3%E0%B8%B4%E0%B8%99%E0%B8%97%E0%B8%A3%E0%B9%8C,/บริการ/รับซื้อของสะสม,308,true,,default-false,encoded,yes,no,vercel.json,213,yes,
R0214,/รับซื้อ/รับซื้อของสะสม-หนองคาย,/บริการ/รับซื้อของสะสม,308,true,,default-false,unicode,no,no,vercel.json,214,yes,
R0215,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B8%82%E0%B8%AD%E0%B8%87%E0%B8%AA%E0%B8%B0%E0%B8%AA%E0%B8%A1-%E0%B8%AB%E0%B8%99%E0%B8%AD%E0%B8%87%E0%B8%84%E0%B8%B2%E0%B8%A2,/บริการ/รับซื้อของสะสม,308,true,,default-false,encoded,yes,no,vercel.json,215,yes,
R0216,/รับซื้อ/รับซื้อของสะสม-หนองบัวลำภู,/บริการ/รับซื้อของสะสม,308,true,,default-false,unicode,no,no,vercel.json,216,yes,
R0217,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B8%82%E0%B8%AD%E0%B8%87%E0%B8%AA%E0%B8%B0%E0%B8%AA%E0%B8%A1-%E0%B8%AB%E0%B8%99%E0%B8%AD%E0%B8%87%E0%B8%9A%E0%B8%B1%E0%B8%A7%E0%B8%A5%E0%B8%B3%E0%B8%A0%E0%B8%B9,/บริการ/รับซื้อของสะสม,308,true,,default-false,encoded,yes,no,vercel.json,217,yes,
R0218,/รับซื้อ/รับซื้อของสะสม-อำนาจเจริญ,/บริการ/รับซื้อของสะสม,308,true,,default-false,unicode,no,no,vercel.json,218,yes,
R0219,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B8%82%E0%B8%AD%E0%B8%87%E0%B8%AA%E0%B8%B0%E0%B8%AA%E0%B8%A1-%E0%B8%AD%E0%B8%B3%E0%B8%99%E0%B8%B2%E0%B8%88%E0%B9%80%E0%B8%88%E0%B8%A3%E0%B8%B4%E0%B8%8D,/บริการ/รับซื้อของสะสม,308,true,,default-false,encoded,yes,no,vercel.json,219,yes,
R0220,/รับซื้อ/รับซื้อของสะสม-อุดรธานี,/บริการ/รับซื้อของสะสม,308,true,,default-false,unicode,no,no,vercel.json,220,yes,
R0221,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B8%82%E0%B8%AD%E0%B8%87%E0%B8%AA%E0%B8%B0%E0%B8%AA%E0%B8%A1-%E0%B8%AD%E0%B8%B8%E0%B8%94%E0%B8%A3%E0%B8%98%E0%B8%B2%E0%B8%99%E0%B8%B5,/บริการ/รับซื้อของสะสม,308,true,,default-false,encoded,yes,no,vercel.json,221,yes,
R0222,/:path+/,/:path+,308,true,,default-false,ascii,no,no,vercel.json,222,yes,
