url,page_type,business_value,content_quality,gsc_evidence,inbound_count,click_depth,thin_flag,cannibalization_risk,priority_class,recommended_action,reason
"/รับซื้อ/รับซื้อกล้อง-sony-หนองบัวลำภู","service-x-location","low","ok","none","2","","no","low","P3","KEEP_AS_IS","valid long-tail or service×area spoke reachable via hub"
"/รับซื้อ/รับซื้อกล้อง-sony-อำนาจเจริญ","service-x-location","low","ok","none","2","","no","low","P3","KEEP_AS_IS","valid long-tail or service×area spoke reachable via hub"
"/รับซื้อ/รับซื้อกล้อง-sony-อุดรธานี","service-x-location","medium","ok","none","2","","no","low","P2","STRENGTHEN_SELECTIVE","core/supporting architecture candidate"
"/รับซื้อ/รับซื้อกล้อง-sony-อุบลราชธานี","service-x-location","medium","ok","none","2","","no","low","P2","STRENGTHEN_SELECTIVE","core/supporting architecture candidate"
"/รับซื้อ/รับซื้อกล้อง-sony-เลย","service-x-location","low","ok","none","2","","no","low","P3","KEEP_AS_IS","valid long-tail or service×area spoke reachable via hub"
"/รับซื้อ/รับซื้อกล้อง-กาฬสินธุ์","service-x-location","low","ok","none","2","","no","low","P3","KEEP_AS_IS","valid long-tail or service×area spoke reachable via hub"
"/รับซื้อ/รับซื้อกล้อง-ขอนแก่น","service-x-location","medium","ok","none","2","","no","low","P2","STRENGTHEN_SELECTIVE","core/supporting architecture candidate"
"/รับซื้อ/รับซื้อกล้อง-ชัยภูมิ","service-x-location","low","ok","none","2","","no","low","P3","KEEP_AS_IS","valid long-tail or service×area spoke reachable via hub"
"/รับซื้อ/รับซื้อกล้อง-นครพนม","service-x-location","low","ok","none","2","","no","low","P3","KEEP_AS_IS","valid long-tail or service×area spoke reachable via hub"
"/รับซื้อ/รับซื้อกล้อง-นครราชสีมา","service-x-location","medium","ok","none","2","","no","low","P2","STRENGTHEN_SELECTIVE","core/supporting architecture candidate"
"/รับซื้อ/รับซื้อกล้อง-บึงกาฬ","service-x-location","low","ok","none","2","","no","low","P3","KEEP_AS_IS","valid long-tail or service×area spoke reachable via hub"
"/รับซื้อ/รับซื้อกล้อง-บุรีรัมย์","service-x-location","medium","ok","none","2","","no","low","P2","STRENGTHEN_SELECTIVE","core/supporting architecture candidate"
"/รับซื้อ/รับซื้อกล้อง-มหาสารคาม","service-x-location","low","ok","none","2","","no","low","P3","KEEP_AS_IS","valid long-tail or service×area spoke reachable via hub"
"/รับซื้อ/รับซื้อกล้อง-มุกดาหาร","service-x-location","low","ok","none","2","","no","low","P3","KEEP_AS_IS","valid long-tail or service×area spoke reachable via hub"
"/รับซื้อ/รับซื้อกล้อง-ยโสธร","service-x-location","low","ok","none","2","","no","low","P3","KEEP_AS_IS","valid long-tail or service×area spoke reachable via hub"
"/รับซื้อ/รับซื้อกล้อง-ร้อยเอ็ด","service-x-location","low","ok","none","2","","no","low","P3","KEEP_AS_IS","valid long-tail or service×area spoke reachable via hub"
"/รับซื้อ/รับซื้อกล้อง-ศรีสะเกษ","service-x-location","medium","ok","none","2","","no","low","P2","STRENGTHEN_SELECTIVE","core/supporting architecture candidate"
"/รับซื้อ/รับซื้อกล้อง-สกลนคร","service-x-location","low","ok","none","2","","no","low","P3","KEEP_AS_IS","valid long-tail or service×area spoke reachable via hub"
"/รับซื้อ/รับซื้อกล้อง-สุรินทร์","service-x-location","medium","ok","none","2","","no","low","P2","STRENGTHEN_SELECTIVE","core/supporting architecture candidate"
"/รับซื้อ/รับซื้อกล้อง-หนองคาย","service-x-location","low","ok","none","2","","no","low","P3","KEEP_AS_IS","valid long-tail or service×area spoke reachable via hub"
"/รับซื้อ/รับซื้อกล้อง-หนองบัวลำภู","service-x-location","low","ok","none","2","","no","low","P3","KEEP_AS_IS","valid long-tail or service×area spoke reachable via hub"
"/รับซื้อ/รับซื้อกล้อง-อำนาจเจริญ","service-x-location","low","ok","none","2","","no","low","P3","KEEP_AS_IS","valid long-tail or service×area spoke reachable via hub"
"/รับซื้อ/รับซื้อกล้อง-อุดรธานี","service-x-location","medium","ok","none","2","","no","low","P2","STRENGTHEN_SELECTIVE","core/supporting architecture candidate"
"/รับซื้อ/รับซื้อกล้อง-อุบลราชธานี","service-x-location","medium","ok","none","11","","no","low","P2","STRENGTHEN_SELECTIVE","core/supporting architecture candidate"
"/รับซื้อ/รับซื้อกล้อง-เลย","service-x-location","low","ok","none","2","","no","low","P3","KEEP_AS_IS","valid long-tail or service×area spoke reachable via hub"
"/รับซื้อ/รับซื้อการ์ดจอ-กาฬสินธุ์","service-x-location","low","ok","none","2","","no","low","P3","KEEP_AS_IS","valid long-tail or service×area spoke reachable via hub"
"/รับซื้อ/รับซื้อการ์ดจอ-ขอนแก่น","service-x-location","low","ok","none","2","","no","low","P3","KEEP_AS_IS","valid long-tail or service×area spoke reachable via hub"
"/รับซื้อ/รับซื้อการ์ดจอ-ชัยภูมิ","service-x-location","low","ok","none","2","","no","low","P3","KEEP_AS_IS","valid long-tail or service×area spoke reachable via hub"
"/รับซื้อ/รับซื้อการ์ดจอ-นครพนม","service-x-location","low","ok","none","2","","no","low","P3","KEEP_AS_IS","valid long-tail or service×area spoke reachable via hub"
"/รับซื้อ/รับซื้อการ์ดจอ-นครราชสีมา","service-x-location","low","ok","none","2","","no","low","P3","KEEP_AS_IS","valid long-tail or service×area spoke reachable via hub"
"/รับซื้อ/รับซื้อการ์ดจอ-บึงกาฬ","service-x-location","low","ok","none","2","","no","low","P3","KEEP_AS_IS","valid long-tail or service×area spoke reachable via hub"
"/รับซื้อ/รับซื้อการ์ดจอ-บุรีรัมย์","service-x-location","low","ok","none","2","","no","low","P3","KEEP_AS_IS","valid long-tail or service×area spoke reachable via hub"
"/รับซื้อ/รับซื้อการ์ดจอ-มหาสารคาม","service-x-location","low","ok","none","2","","no","low","P3","KEEP_AS_IS","valid long-tail or service×area spoke reachable via hub"
"/รับซื้อ/รับซื้อการ์ดจอ-มุกดาหาร","service-x-location","low","ok","none","2","","no","low","P3","KEEP_AS_IS","valid long-tail or service×area spoke reachable via hub"
"/รับซื้อ/รับซื้อการ์ดจอ-ยโสธร","service-x-location","low","ok","none","2","","no","low","P3","KEEP_AS_IS","valid long-tail or service×area spoke reachable via hub"
"/รับซื้อ/รับซื้อการ์ดจอ-ร้อยเอ็ด","service-x-location","low","ok","none","2","","no","low","P3","KEEP_AS_IS","valid long-tail or service×area spoke reachable via hub"
"/รับซื้อ/รับซื้อการ์ดจอ-ศรีสะเกษ","service-x-location","low","ok","none","2","","no","low","P3","KEEP_AS_IS","valid long-tail or service×area spoke reachable via hub"
"/รับซื้อ/รับซื้อการ์ดจอ-สกลนคร","service-x-location","low","ok","none","2","","no","low","P3","KEEP_AS_IS","valid long-tail or service×area spoke reachable via hub"
"/รับซื้อ/รับซื้อการ์ดจอ-สุรินทร์","service-x-location","low","ok","none","2","","no","low","P3","KEEP_AS_IS","valid long-tail or service×area spoke reachable via hub"
"/รับซื้อ/รับซื้อการ์ดจอ-หนองคาย","service-x-location","low","ok","none","2","","no","low","P3","KEEP_AS_IS","valid long-tail or service×area spoke reachable via hub"
"/รับซื้อ/รับซื้อการ์ดจอ-หนองบัวลำภู","service-x-location","low","ok","none","2","","no","low","P3","KEEP_AS_IS","valid long-tail or service×area spoke reachable via hub"
"/รับซื้อ/รับซื้อการ์ดจอ-อำนาจเจริญ","service-x-location","low","ok","none","2","","no","low","P3","KEEP_AS_IS","valid long-tail or service×area spoke reachable via hub"
"/รับซื้อ/รับซื้อการ์ดจอ-อุดรธานี","service-x-location","low","ok","none","2","","no","low","P3","KEEP_AS_IS","valid long-tail or service×area spoke reachable via hub"
"/รับซื้อ/รับซื้อการ์ดจอ-อุบลราชธานี","service-x-location","low","ok","none","2","","no","low","P3","KEEP_AS_IS","valid long-tail or service×area spoke reachable via hub"
"/รับซื้อ/รับซื้อการ์ดจอ-เลย","service-x-location","low","ok","none","2","","no","low","P3","KEEP_AS_IS","valid long-tail or service×area spoke reachable via hub"
"/รับซื้อ/รับซื้อของสะสม-กาฬสินธุ์","service-x-location","low","thin","none","2","","yes","low","DEFER_TO_F04","DEFER_TO_F04","thin content flagged in content-quality-audit"
"/รับซื้อ/รับซื้อของสะสม-ขอนแก่น","service-x-location","low","thin","none","2","","yes","low","DEFER_TO_F04","DEFER_TO_F04","thin content flagged in content-quality-audit"
"/รับซื้อ/รับซื้อของสะสม-ชัยภูมิ","service-x-location","low","thin","none","2","","yes","low","DEFER_TO_F04","DEFER_TO_F04","thin content flagged in content-quality-audit"
"/รับซื้อ/รับซื้อของสะสม-นครพนม","service-x-location","low","thin","none","2","","yes","low","DEFER_TO_F04","DEFER_TO_F04","thin content flagged in content-quality-audit"
"/รับซื้อ/รับซื้อของสะสม-นครราชสีมา","service-x-location","low","thin","none","2","","yes","low","DEFER_TO_F04","DEFER_TO_F04","thin content flagged in content-quality-audit"
"/รับซื้อ/รับซื้อของสะสม-บึงกาฬ","service-x-location","low","thin","none","2","","yes","low","DEFER_TO_F04","DEFER_TO_F04","thin content flagged in content-quality-audit"
"/รับซื้อ/รับซื้อของสะสม-บุรีรัมย์","service-x-location","low","thin","none","2","","yes","low","DEFER_TO_F04","DEFER_TO_F04","thin content flagged in content-quality-audit"
"/รับซื้อ/รับซื้อของสะสม-มหาสารคาม","service-x-location","low","thin","none","2","","yes","low","DEFER_TO_F04","DEFER_TO_F04","thin content flagged in content-quality-audit"
"/รับซื้อ/รับซื้อของสะสม-มุกดาหาร","service-x-location","low","thin","none","2","","yes","low","DEFER_TO_F04","DEFER_TO_F04","thin content flagged in content-quality-audit"
"/รับซื้อ/รับซื้อของสะสม-ยโสธร","service-x-location","low","thin","none","2","","yes","low","DEFER_TO_F04","DEFER_TO_F04","thin content flagged in content-quality-audit"
"/รับซื้อ/รับซื้อของสะสม-ร้อยเอ็ด","service-x-location","low","thin","none","2","","yes","low","DEFER_TO_F04","DEFER_TO_F04","thin content flagged in content-quality-audit"
"/รับซื้อ/รับซื้อของสะสม-ศรีสะเกษ","service-x-location","low","thin","none","2","","yes","low","DEFER_TO_F04","DEFER_TO_F04","thin content flagged in content-quality-audit"
"/รับซื้อ/รับซื้อของสะสม-สกลนคร","service-x-location","low","thin","none","2","","yes","low","DEFER_TO_F04","DEFER_TO_F04","thin content flagged in content-quality-audit"
"/รับซื้อ/รับซื้อของสะสม-สุรินทร์","service-x-location","low","thin","none","2","","yes","low","DEFER_TO_F04","DEFER_TO_F04","thin content flagged in content-quality-audit"
"/รับซื้อ/รับซื้อของสะสม-หนองคาย","service-x-location","low","thin","none","2","","yes","low","DEFER_TO_F04","DEFER_TO_F04","thin content flagged in content-quality-audit"
"/รับซื้อ/รับซื้อของสะสม-หนองบัวลำภู","service-x-location","low","thin","none","2","","yes","low","DEFER_TO_F04","DEFER_TO_F04","thin content flagged in content-quality-audit"
"/รับซื้อ/รับซื้อของสะสม-อำนาจเจริญ","service-x-location","low","thin","none","2","","yes","low","DEFER_TO_F04","DEFER_TO_F04","thin content flagged in content-quality-audit"
"/รับซื้อ/รับซื้อของสะสม-อุดรธานี","service-x-location","low","thin","none","2","","yes","low","DEFER_TO_F04","DEFER_TO_F04","thin content flagged in content-quality-audit"
"/รับซื้อ/รับซื้อของสะสม-อุบลราชธานี","service-x-location","low","thin","none","2","","yes","low","DEFER_TO_F04","DEFER_TO_F04","thin content flagged in content-quality-audit"
"/รับซื้อ/รับซื้อของสะสม-เลย","service-x-location","low","thin","none","2","","yes","low","DEFER_TO_F04","DEFER_TO_F04","thin content flagged in content-quality-audit"
"/รับซื้อ/รับซื้อของไอทีเสีย-กาฬสินธุ์","service-x-location","low","ok","none","2","","no","low","P3","KEEP_AS_IS","valid long-tail or service×area spoke reachable via hub"
"/รับซื้อ/รับซื้อของไอทีเสีย-ขอนแก่น","service-x-location","low","ok","none","2","","no","low","P3","KEEP_AS_IS","valid long-tail or service×area spoke reachable via hub"
"/รับซื้อ/รับซื้อของไอทีเสีย-ชัยภูมิ","service-x-location","low","ok","none","2","","no","low","P3","KEEP_AS_IS","valid long-tail or service×area spoke reachable via hub"
"/รับซื้อ/รับซื้อของไอทีเสีย-นครพนม","service-x-location","low","ok","none","2","","no","low","P3","KEEP_AS_IS","valid long-tail or service×area spoke reachable via hub"
"/รับซื้อ/รับซื้อของไอทีเสีย-นครราชสีมา","service-x-location","low","ok","none","2","","no","low","P3","KEEP_AS_IS","valid long-tail or service×area spoke reachable via hub"
"/รับซื้อ/รับซื้อของไอทีเสีย-บึงกาฬ","service-x-location","low","ok","none","2","","no","low","P3","KEEP_AS_IS","valid long-tail or service×area spoke reachable via hub"
"/รับซื้อ/รับซื้อของไอทีเสีย-บุรีรัมย์","service-x-location","low","ok","none","2","","no","low","P3","KEEP_AS_IS","valid long-tail or service×area spoke reachable via hub"
"/รับซื้อ/รับซื้อของไอทีเสีย-มหาสารคาม","service-x-location","low","ok","none","2","","no","low","P3","KEEP_AS_IS","valid long-tail or service×area spoke reachable via hub"
"/รับซื้อ/รับซื้อของไอทีเสีย-มุกดาหาร","service-x-location","low","ok","none","2","","no","low","P3","KEEP_AS_IS","valid long-tail or service×area spoke reachable via hub"
"/รับซื้อ/รับซื้อของไอทีเสีย-ยโสธร","service-x-location","low","ok","none","2","","no","low","P3","KEEP_AS_IS","valid long-tail or service×area spoke reachable via hub"
"/รับซื้อ/รับซื้อของไอทีเสีย-ร้อยเอ็ด","service-x-location","low","ok","none","2","","no","low","P3","KEEP_AS_IS","valid long-tail or service×area spoke reachable via hub"
"/รับซื้อ/รับซื้อของไอทีเสีย-ศรีสะเกษ","service-x-location","low","ok","none","2","","no","low","P3","KEEP_AS_IS","valid long-tail or service×area spoke reachable via hub"
"/รับซื้อ/รับซื้อของไอทีเสีย-สกลนคร","service-x-location","low","ok","none","2","","no","low","P3","KEEP_AS_IS","valid long-tail or service×area spoke reachable via hub"
"/รับซื้อ/รับซื้อของไอทีเสีย-สุรินทร์","service-x-location","low","ok","none","2","","no","low","P3","KEEP_AS_IS","valid long-tail or service×area spoke reachable via hub"
"/รับซื้อ/รับซื้อของไอทีเสีย-หนองคาย","service-x-location","low","ok","none","2","","no","low","P3","KEEP_AS_IS","valid long-tail or service×area spoke reachable via hub"
"/รับซื้อ/รับซื้อของไอทีเสีย-หนองบัวลำภู","service-x-location","low","ok","none","2","","no","low","P3","KEEP_AS_IS","valid long-tail or service×area spoke reachable via hub"
"/รับซื้อ/รับซื้อของไอทีเสีย-อำนาจเจริญ","service-x-location","low","ok","none","2","","no","low","P3","KEEP_AS_IS","valid long-tail or service×area spoke reachable via hub"
"/รับซื้อ/รับซื้อของไอทีเสีย-อุดรธานี","service-x-location","low","ok","none","2","","no","low","P3","KEEP_AS_IS","valid long-tail or service×area spoke reachable via hub"
"/รับซื้อ/รับซื้อของไอทีเสีย-อุบลราชธานี","service-x-location","low","ok","none","2","","no","low","P3","KEEP_AS_IS","valid long-tail or service×area spoke reachable via hub"
"/รับซื้อ/รับซื้อของไอทีเสีย-เลย","service-x-location","low","ok","none","2","","no","low","P3","KEEP_AS_IS","valid long-tail or service×area spoke reachable via hub"
"/รับซื้อ/รับซื้อคอมบริษัท-กาฬสินธุ์","service-x-location","low","ok","none","2","","no","low","P3","KEEP_AS_IS","valid long-tail or service×area spoke reachable via hub"
"/รับซื้อ/รับซื้อคอมบริษัท-ขอนแก่น","service-x-location","medium","ok","none","2","","no","low","P2","STRENGTHEN_SELECTIVE","core/supporting architecture candidate"
"/รับซื้อ/รับซื้อคอมบริษัท-ชัยภูมิ","service-x-location","low","ok","none","2","","no","low","P3","KEEP_AS_IS","valid long-tail or service×area spoke reachable via hub"
"/รับซื้อ/รับซื้อคอมบริษัท-นครพนม","service-x-location","low","ok","none","2","","no","low","P3","KEEP_AS_IS","valid long-tail or service×area spoke reachable via hub"
"/รับซื้อ/รับซื้อคอมบริษัท-นครราชสีมา","service-x-location","medium","ok","none","2","","no","low","P2","STRENGTHEN_SELECTIVE","core/supporting architecture candidate"
"/รับซื้อ/รับซื้อคอมบริษัท-บึงกาฬ","service-x-location","low","ok","none","2","","no","low","P3","KEEP_AS_IS","valid long-tail or service×area spoke reachable via hub"
"/รับซื้อ/รับซื้อคอมบริษัท-บุรีรัมย์","service-x-location","medium","ok","none","2","","no","low","P2","STRENGTHEN_SELECTIVE","core/supporting architecture candidate"
"/รับซื้อ/รับซื้อคอมบริษัท-มหาสารคาม","service-x-location","low","ok","none","2","","no","low","P3","KEEP_AS_IS","valid long-tail or service×area spoke reachable via hub"
"/รับซื้อ/รับซื้อคอมบริษัท-มุกดาหาร","service-x-location","low","ok","none","2","","no","low","P3","KEEP_AS_IS","valid long-tail or service×area spoke reachable via hub"
"/รับซื้อ/รับซื้อคอมบริษัท-ยโสธร","service-x-location","low","ok","none","2","","no","low","P3","KEEP_AS_IS","valid long-tail or service×area spoke reachable via hub"
"/รับซื้อ/รับซื้อคอมบริษัท-ร้อยเอ็ด","service-x-location","low","ok","none","2","","no","low","P3","KEEP_AS_IS","valid long-tail or service×area spoke reachable via hub"
"/รับซื้อ/รับซื้อคอมบริษัท-ศรีสะเกษ","service-x-location","medium","ok","none","2","","no","low","P2","STRENGTHEN_SELECTIVE","core/supporting architecture candidate"
"/รับซื้อ/รับซื้อคอมบริษัท-สกลนคร","service-x-location","low","ok","none","2","","no","low","P3","KEEP_AS_IS","valid long-tail or service×area spoke reachable via hub"
"/รับซื้อ/รับซื้อคอมบริษัท-สุรินทร์","service-x-location","medium","ok","none","2","","no","low","P2","STRENGTHEN_SELECTIVE","core/supporting architecture candidate"
"/รับซื้อ/รับซื้อคอมบริษัท-หนองคาย","service-x-location","low","ok","none","2","","no","low","P3","KEEP_AS_IS","valid long-tail or service×area spoke reachable via hub"
"/รับซื้อ/รับซื้อคอมบริษัท-หนองบัวลำภู","service-x-location","low","ok","none","2","","no","low","P3","KEEP_AS_IS","valid long-tail or service×area spoke reachable via hub"
"/รับซื้อ/รับซื้อคอมบริษัท-อำนาจเจริญ","service-x-location","low","ok","none","2","","no","low","P3","KEEP_AS_IS","valid long-tail or service×area spoke reachable via hub"
"/รับซื้อ/รับซื้อคอมบริษัท-อุดรธานี","service-x-location","medium","ok","none","2","","no","low","P2","STRENGTHEN_SELECTIVE","core/supporting architecture candidate"
"/รับซื้อ/รับซื้อคอมบริษัท-อุบลราชธานี","service-x-location","medium","ok","none","3","","no","low","P2","STRENGTHEN_SELECTIVE","core/supporting architecture candidate"
"/รับซื้อ/รับซื้อคอมบริษัท-เลย","service-x-location","low","ok","none","2","","no","low","P3","KEEP_AS_IS","valid long-tail or service×area spoke reachable via hub"
"/รับซื้อ/รับซื้อคอมพิวเตอร์-กาฬสินธุ์","service-x-location","low","ok","none","2","","no","low","P3","KEEP_AS_IS","valid long-tail or service×area spoke reachable via hub"
"/รับซื้อ/รับซื้อคอมพิวเตอร์-ขอนแก่น","service-x-location","medium","ok","none","2","","no","low","P2","STRENGTHEN_SELECTIVE","core/supporting architecture candidate"
"/รับซื้อ/รับซื้อคอมพิวเตอร์-ชัยภูมิ","service-x-location","low","ok","none","2","","no","low","P3","KEEP_AS_IS","valid long-tail or service×area spoke reachable via hub"
"/รับซื้อ/รับซื้อคอมพิวเตอร์-นครพนม","service-x-location","low","ok","none","2","","no","low","P3","KEEP_AS_IS","valid long-tail or service×area spoke reachable via hub"
"/รับซื้อ/รับซื้อคอมพิวเตอร์-นครราชสีมา","service-x-location","medium","ok","none","2","","no","low","P2","STRENGTHEN_SELECTIVE","core/supporting architecture candidate"
"/รับซื้อ/รับซื้อคอมพิวเตอร์-บึงกาฬ","service-x-location","low","ok","none","2","","no","low","P3","KEEP_AS_IS","valid long-tail or service×area spoke reachable via hub"
"/รับซื้อ/รับซื้อคอมพิวเตอร์-บุรีรัมย์","service-x-location","medium","ok","none","2","","no","low","P2","STRENGTHEN_SELECTIVE","core/supporting architecture candidate"
"/รับซื้อ/รับซื้อคอมพิวเตอร์-มหาสารคาม","service-x-location","low","ok","none","2","","no","low","P3","KEEP_AS_IS","valid long-tail or service×area spoke reachable via hub"
"/รับซื้อ/รับซื้อคอมพิวเตอร์-มุกดาหาร","service-x-location","low","ok","none","2","","no","low","P3","KEEP_AS_IS","valid long-tail or service×area spoke reachable via hub"
"/รับซื้อ/รับซื้อคอมพิวเตอร์-ยโสธร","service-x-location","low","ok","none","2","","no","low","P3","KEEP_AS_IS","valid long-tail or service×area spoke reachable via hub"
"/รับซื้อ/รับซื้อคอมพิวเตอร์-ร้อยเอ็ด","service-x-location","low","ok","none","2","","no","low","P3","KEEP_AS_IS","valid long-tail or service×area spoke reachable via hub"
"/รับซื้อ/รับซื้อคอมพิวเตอร์-ศรีสะเกษ","service-x-location","medium","ok","none","2","","no","low","P2","STRENGTHEN_SELECTIVE","core/supporting architecture candidate"
"/รับซื้อ/รับซื้อคอมพิวเตอร์-สกลนคร","service-x-location","low","ok","none","2","","no","low","P3","KEEP_AS_IS","valid long-tail or service×area spoke reachable via hub"
"/รับซื้อ/รับซื้อคอมพิวเตอร์-สุรินทร์","service-x-location","medium","ok","none","2","","no","low","P2","STRENGTHEN_SELECTIVE","core/supporting architecture candidate"
"/รับซื้อ/รับซื้อคอมพิวเตอร์-หนองคาย","service-x-location","low","ok","none","2","","no","low","P3","KEEP_AS_IS","valid long-tail or service×area spoke reachable via hub"
"/รับซื้อ/รับซื้อคอมพิวเตอร์-หนองบัวลำภู","service-x-location","low","ok","none","2","","no","low","P3","KEEP_AS_IS","valid long-tail or service×area spoke reachable via hub"
"/รับซื้อ/รับซื้อคอมพิวเตอร์-อำนาจเจริญ","service-x-location","low","ok","none","2","","no","low","P3","KEEP_AS_IS","valid long-tail or service×area spoke reachable via hub"
"/รับซื้อ/รับซื้อคอมพิวเตอร์-อุดรธานี","service-x-location","medium","ok","none","2","","no","low","P2","STRENGTHEN_SELECTIVE","core/supporting architecture candidate"
"/รับซื้อ/รับซื้อคอมพิวเตอร์-อุบลราชธานี","service-x-location","medium","ok","none","2","","no","low","P2","STRENGTHEN_SELECTIVE","core/supporting architecture candidate"
"/รับซื้อ/รับซื้อคอมพิวเตอร์-เลย","service-x-location","low","ok","none","2","","no","low","P3","KEEP_AS_IS","valid long-tail or service×area spoke reachable via hub"
"/รับซื้อ/รับซื้อคอมเกมมิ่ง-กาฬสินธุ์","service-x-location","low","ok","none","2","","no","low","P3","KEEP_AS_IS","valid long-tail or service×area spoke reachable via hub"
"/รับซื้อ/รับซื้อคอมเกมมิ่ง-ขอนแก่น","service-x-location","low","ok","none","2","","no","low","P3","KEEP_AS_IS","valid long-tail or service×area spoke reachable via hub"
"/รับซื้อ/รับซื้อคอมเกมมิ่ง-ชัยภูมิ","service-x-location","low","ok","none","2","","no","low","P3","KEEP_AS_IS","valid long-tail or service×area spoke reachable via hub"
"/รับซื้อ/รับซื้อคอมเกมมิ่ง-นครพนม","service-x-location","low","ok","none","2","","no","low","P3","KEEP_AS_IS","valid long-tail or service×area spoke reachable via hub"
"/รับซื้อ/รับซื้อคอมเกมมิ่ง-นครราชสีมา","service-x-location","low","ok","none","2","","no","low","P3","KEEP_AS_IS","valid long-tail or service×area spoke reachable via hub"
"/รับซื้อ/รับซื้อคอมเกมมิ่ง-บึงกาฬ","service-x-location","low","ok","none","2","","no","low","P3","KEEP_AS_IS","valid long-tail or service×area spoke reachable via hub"
"/รับซื้อ/รับซื้อคอมเกมมิ่ง-บุรีรัมย์","service-x-location","low","ok","none","2","","no","low","P3","KEEP_AS_IS","valid long-tail or service×area spoke reachable via hub"
"/รับซื้อ/รับซื้อคอมเกมมิ่ง-มหาสารคาม","service-x-location","low","ok","none","2","","no","low","P3","KEEP_AS_IS","valid long-tail or service×area spoke reachable via hub"
"/รับซื้อ/รับซื้อคอมเกมมิ่ง-มุกดาหาร","service-x-location","low","ok","none","2","","no","low","P3","KEEP_AS_IS","valid long-tail or service×area spoke reachable via hub"
"/รับซื้อ/รับซื้อคอมเกมมิ่ง-ยโสธร","service-x-location","low","ok","none","2","","no","low","P3","KEEP_AS_IS","valid long-tail or service×area spoke reachable via hub"
"/รับซื้อ/รับซื้อคอมเกมมิ่ง-ร้อยเอ็ด","service-x-location","low","ok","none","2","","no","low","P3","KEEP_AS_IS","valid long-tail or service×area spoke reachable via hub"
"/รับซื้อ/รับซื้อคอมเกมมิ่ง-ศรีสะเกษ","service-x-location","low","ok","none","2","","no","low","P3","KEEP_AS_IS","valid long-tail or service×area spoke reachable via hub"
"/รับซื้อ/รับซื้อคอมเกมมิ่ง-สกลนคร","service-x-location","low","ok","none","2","","no","low","P3","KEEP_AS_IS","valid long-tail or service×area spoke reachable via hub"
"/รับซื้อ/รับซื้อคอมเกมมิ่ง-สุรินทร์","service-x-location","low","ok","none","2","","no","low","P3","KEEP_AS_IS","valid long-tail or service×area spoke reachable via hub"
"/รับซื้อ/รับซื้อคอมเกมมิ่ง-หนองคาย","service-x-location","low","ok","none","2","","no","low","P3","KEEP_AS_IS","valid long-tail or service×area spoke reachable via hub"
"/รับซื้อ/รับซื้อคอมเกมมิ่ง-หนองบัวลำภู","service-x-location","low","ok","none","2","","no","low","P3","KEEP_AS_IS","valid long-tail or service×area spoke reachable via hub"
"/รับซื้อ/รับซื้อคอมเกมมิ่ง-อำนาจเจริญ","service-x-location","low","ok","none","2","","no","low","P3","KEEP_AS_IS","valid long-tail or service×area spoke reachable via hub"
"/รับซื้อ/รับซื้อคอมเกมมิ่ง-อุดรธานี","service-x-location","low","ok","none","2","","no","low","P3","KEEP_AS_IS","valid long-tail or service×area spoke reachable via hub"
"/รับซื้อ/รับซื้อคอมเกมมิ่ง-อุบลราชธานี","service-x-location","low","ok","none","2","","no","low","P3","KEEP_AS_IS","valid long-tail or service×area spoke reachable via hub"
"/รับซื้อ/รับซื้อคอมเกมมิ่ง-เลย","service-x-location","low","ok","none","2","","no","low","P3","KEEP_AS_IS","valid long-tail or service×area spoke reachable via hub"
"/รับซื้อ/รับซื้อจอคอม-กาฬสินธุ์","service-x-location","low","ok","none","2","","no","low","P3","KEEP_AS_IS","valid long-tail or service×area spoke reachable via hub"
"/รับซื้อ/รับซื้อจอคอม-ขอนแก่น","service-x-location","low","ok","none","2","","no","low","P3","KEEP_AS_IS","valid long-tail or service×area spoke reachable via hub"
"/รับซื้อ/รับซื้อจอคอม-ชัยภูมิ","service-x-location","low","ok","none","2","","no","low","P3","KEEP_AS_IS","valid long-tail or service×area spoke reachable via hub"
"/รับซื้อ/รับซื้อจอคอม-นครพนม","service-x-location","low","ok","none","2","","no","low","P3","KEEP_AS_IS","valid long-tail or service×area spoke reachable via hub"
"/รับซื้อ/รับซื้อจอคอม-นครราชสีมา","service-x-location","low","ok","none","2","","no","low","P3","KEEP_AS_IS","valid long-tail or service×area spoke reachable via hub"
"/รับซื้อ/รับซื้อจอคอม-บึงกาฬ","service-x-location","low","ok","none","2","","no","low","P3","KEEP_AS_IS","valid long-tail or service×area spoke reachable via hub"
"/รับซื้อ/รับซื้อจอคอม-บุรีรัมย์","service-x-location","low","ok","none","2","","no","low","P3","KEEP_AS_IS","valid long-tail or service×area spoke reachable via hub"
"/รับซื้อ/รับซื้อจอคอม-มหาสารคาม","service-x-location","low","ok","none","2","","no","low","P3","KEEP_AS_IS","valid long-tail or service×area spoke reachable via hub"
"/รับซื้อ/รับซื้อจอคอม-มุกดาหาร","service-x-location","low","ok","none","2","","no","low","P3","KEEP_AS_IS","valid long-tail or service×area spoke reachable via hub"
"/รับซื้อ/รับซื้อจอคอม-ยโสธร","service-x-location","low","ok","none","2","","no","low","P3","KEEP_AS_IS","valid long-tail or service×area spoke reachable via hub"
"/รับซื้อ/รับซื้อจอคอม-ร้อยเอ็ด","service-x-location","low","ok","none","2","","no","low","P3","KEEP_AS_IS","valid long-tail or service×area spoke reachable via hub"
